id,display_name,author,ab,publication_date,relevance_score,so,so_id,publisher,issn,url,first_page,last_page,volume,issue,is_oa,cited_by_count,counts_by_year,publication_year,cited_by_api_url,ids,doi,type,referenced_works,related_works,concepts
https://openalex.org/W2143775138,Dynamics of Two-Dimensional Turbulent Bottom Gravity Currents,,"In light of previous numerical studies demonstrating a strong sensitivity of the strength of thermohaline circulation to the representation of overflows in ocean general circulation models, the dynamics of bottom gravity currents are investigated using a two-dimensional, nonhydrostatic numerical model. The model explicitly resolves the Kelvin‐Helmholtz instability, the main mechanism of mixing in nonrotating bottom gravity currents. A series of experiments were conducted to explore the impact of density difference and slope angle on the dynamics of bottom gravity currents in a nonrotating and homogeneous environment. The features of the simulated currents; that is, a characteristic head at the leading edge and lumped vortices in the trailing fluid, agree qualitatively well with those observed in laboratory experiments. Quantitative comparisons of speed of descent indicate that laboratory results remain valid at geophysical scales. Two distinct regimes of entrainment of ambient fluid into bottom gravity currents are identified: (i) the laminar entrainment regime is associated with the initial growth of the characteristic head due to the drag exerted by the fresh fluid in front and (ii) the turbulent entrainment is associated with the Kelvin‐Helmholtz instabilities. The turbulent entrainment is found to be much stronger than the laminar entrainment, and entrainment in the turbulent regime is less sensitive to the slope angle than that in the laminar regime. The entrainment is quantified as a function of basic parameters of the system, the buoyancy flux and the slope angle, for the purpose of parameterizing the mixing induced by bottom gravity currents.",2002-05-01,NA,Journal of Physical Oceanography,https://openalex.org/V162372621,American Meteorological Society,,NA,NA,NA,NA,NA,FALSE,47,,2002,https://api.openalex.org/works?filter=cites:W2143775138,,https://doi.org/10.1175/1520-0485(2002)032<1460:dotdtb>2.0.co;2,journal-article,,,
https://openalex.org/W2171211637,Parameterization of gravity current entrainment for ocean circulation models using a high-order 3D nonhydrostatic spectral element model,,"Building on the work by Turner [Turner, J.S., 1986. The development of the entrainment assumption and its application to geophysical flows. J. Fluid Mech. 173, 431–471] and Hallberg [Hallberg, R., 2000. Time integration of diapycnal diffusion and Richardson number dependent mixing in isopycnal coordinate ocean models. Mon. Weather Rev. 128, 1402–1419], an algebraic parameterization of the entrainment process in gravity current has been derived for isopycnic coordinate ocean models. It casts the entrainment into layers as a function of the layer Richardson number ( Ri ) times the velocity difference across layers. In order to determine the function f ( Ri ), simulations of generic gravity currents over various bottom slope angle are conducted with the HYbrid Coordinate Ocean Model (HYCOM) and compared to similar experiments with the high-resolution, three-dimensional, nonhydrostatic model Nek5000, which serves as ground truth. A simple linear function, E = 0.20(1 − Ri /0.25), is found to reproduce quite well the entrainment, salt flux, Richardson number, velocity profile and plume propagation speed in Nek5000. The parameterization is then applied to a realistic-topography simulation of the Mediterranean outflow with HYCOM and shown to produce realistic equilibration depth and water mass properties of the outflow plume.",2006-01-01,NA,Ocean Modelling,https://openalex.org/V33756829,Elsevier,,NA,19,44,14,1-2,FALSE,46,,2006,https://api.openalex.org/works?filter=cites:W2171211637,,https://doi.org/10.1016/j.ocemod.2006.02.006,journal-article,,,
https://openalex.org/W2067210989,Data assimilation considerations for improved ocean predictability during the Gulf of Mexico Grand Lagrangian Deployment (GLAD),,"Abstract Ocean prediction systems rely on an array of assumptions to optimize their data assimilation schemes. Many of these remain untested, especially at smaller scales, because sufficiently dense observations are very rare. A set of 295 drifters deployed in July 2012 in the north-eastern Gulf of Mexico provides a unique opportunity to test these systems down to scales previously unobtainable. In this study, background error covariance assumptions in the 3DVar assimilation process are perturbed to understand the effect on the solution relative to the withheld dense drifter data. Results show that the amplitude of the background error covariance is an important factor as expected, and a proposed new formulation provides added skill. In addition, the background error covariance time correlation is important to allow satellite observations to affect the results over a period longer than one daily assimilation cycle. The results show the new background error covariance formulations provide more accurate placement of frontal positions, directions of currents and velocity magnitudes. These conclusions have implications for the implementation of 3DVar systems as well as the analysis interval of 4DVar systems.",2014-11-01,NA,Ocean Modelling,https://openalex.org/V33756829,Elsevier,,NA,98,117,83,NA,FALSE,45,,2014,https://api.openalex.org/works?filter=cites:W2067210989,,https://doi.org/10.1016/j.ocemod.2014.09.003,journal-article,,,
https://openalex.org/W2103464127,Performance of two-equation turbulence closures in three-dimensional simulations of the Red Sea overflow,,"Abstract Mixing of overflows released from polar and marginal seas is a key process shaping the structure of the meridional overturning circulation. Ocean general circulation models have difficulty in resolving the overflows, and therefore they must rely on parameterizations. In this study, the performance of a set of turbulence closures in reproducing mixing of an overflow is quantified. We simulate the Red Sea overflow by employing standard k – e , k – ω and Mellor–Yamada schemes with various stability functions, as well as a modified k – e model that relies on the prescription of the turbulent Prandtl number rather than on stability functions. The simpler KPP mixing scheme and experiments without turbulent fluxes serve as useful references. To our knowledge, this is the first time that the performance of two-equation turbulence models has been examined so closely using data from an overflow. It is found that without turbulence closures, the hydrodynamic model has difficulty in reproducing the correct three-dimensional pathway of the Red Sea overflow, consisting of a distinct bifurcation into two diverging channels. All turbulence models capture the vertical structure of this overflow consisting of an interfacial layer, characterized by the density gradient, and a well-mixed bottom layer. Mean eddy diffusivity values from most closures are comparable those from observations. But we find that KPP leads to eddy diffusivity values that are too small while those from Mellor–Yamada with Galperin [Galperin, B., Kantha, L.H., Hassid, S., Rosati, A., 1988. A quasi-equilibrium turbulent energy model for geophysical flows. J. Atmos. Sci. 45, 55–62] stability functions are too large. Such high diffusivities lead to excessive mixing in the bottom layer of the overflow, ultimately resulting in a salinity deficit of approximately 1 psu in the product water mass. Salinity deviations between the models and observations are quantified using both data taken along the channels and two sections across the overflow. KPP and Mellor–Yamada with Galperin (1988) stability functions produce the largest deviations from the observations, while the modified k – e exhibits the smallest deviations. The other four closures fall in between, showing results similar to one another. The performance of the Mellor–Yamada turbulence closure is improved considerably by using the stability functions by Kantha and Clayson [Kantha, L.H., Clayson, C.A., 1994. An improved mixed layer model for geophysical applications. J. Geophys. Res. 99 (December), 25235–25266], which allow for a stationary Richardson number of 0.21. In conclusion, we find that most turbulence closures lead to a satisfactory reproduction of the Red Sea overflow, within the temporal and spatial sampling uncertainties of the REDSOX data, provided that fairly high-resolution regional models are used.",2008-01-01,NA,Ocean Modelling,https://openalex.org/V33756829,Elsevier,,NA,122,139,24,3-4,FALSE,45,,2008,https://api.openalex.org/works?filter=cites:W2103464127,,https://doi.org/10.1016/j.ocemod.2008.06.001,journal-article,,,
https://openalex.org/W2583151699,Evidence of a forward energy cascade and Kolmogorov self-similarity in submesoscale ocean surface drifter observations,,"Using two-point velocity and position data from the near-simultaneous release of O(100) GPS-tracked surface drifters in the northern Gulf of Mexico, we examine the applicability of classical turbulent scaling laws to upper ocean velocity fields. The dataset allows direct estimates of both velocity structure functions and the temporal evolution of the distribution of particle pair separations. On 100 m-10 km spatial scales, and time scales of order 1-10 days, all metrics of the observed surface fluctuations are consistent with standard Kolmogorov turbulence theory in an energy cascade inertial-range regime. The sign of the third-order structure function is negative and proportional to the separation distance for scales ≲10 km where local, fluctuating Rossby numbers are found to be larger than 0.1. The scale-independent energy dissipation rate, or downscale spectral flux, estimated from Kolmogorov’s 4/5th law in this regime closely matches nearby microscale dissipation measurements in the near-surface. In c...",2017-02-01,NA,Physics of Fluids,https://openalex.org/V22862804,American Institute of Physics,,NA,020701,020701,29,2,FALSE,43,,2017,https://api.openalex.org/works?filter=cites:W2583151699,,https://doi.org/10.1063/1.4974331,journal-article,,,
https://openalex.org/W2000421466,Prediction of particle trajectories in the Adriatic Sea using Lagrangian data assimilation,,"The predictability of Lagrangian particle trajectories in the Adriatic Sea (a semi-enclosed sub-basin of the Mediterranean Sea) over a period of 1-2 weeks is investigated using three clusters consisting of 5-7 drifters. The analysis is conducted using a Gauss-Markov Lagrangian particle model, which relies on the estimate of climatological mean flow field, persistence of turbulence, and assimilation of velocity data from the surrounding drifters through a Kalman filtering technique. The results are described using the data density N R defined as the number of drifters within a distance on the order of the Rossby radius of deformation from the particle to be predicted. The clusters are inherently different with respect to this characteristic property with values ranging from N R <0.5 to N R ≥ 2.0 over the analysis period, depending on the initial launch pattern of the clusters and the dispersion processes. The results indicate that during the period when N R ≥ 1, the assimilation of surrounding drifter data leads to an improvement of predicted trajectories with respect to those based on advecting the drifters with the mean flow. When N R < 1, the drifters are too far apart to exhibit correlated motion, and the assimilation method does not lead to an improvement. The effects of uneertainties in the mean flow field and initial release position are discussed. The results are also compared to simple estimates of particle location by calculating the center of mass of the cluster.",2001-05-01,NA,Journal of Marine Systems,https://openalex.org/V195909765,Elsevier,,NA,NA,NA,NA,NA,FALSE,41,,2001,https://api.openalex.org/works?filter=cites:W2000421466,,https://doi.org/10.1016/s0924-7963(01)00008-2,journal-article,,,
https://openalex.org/W2000529584,On the role of bottom roughness in overflows,,"Abstract Overflows play an important role in the downwelling limb of the oceanic thermohaline circulation. In light of the recognition that some overflows are not homogenous but exhibit a vertical density structure, and details of topography influence the pathways of some overflows, the impact of topographic roughness on the product property distribution is explored using the 3D non-hydrostatic spectral element model Nek5000. Numerical experiments are carried out by varying bottom roughness amplitude and ambient stratification parameters, in a regime where equilibrated product water masses are formed in a non-rotating environment. Our main finding is that bottom roughness can influence the overflow product distribution such that the highest salinity classes are removed and neutral buoyancy level is attained higher up in the stratified ambient water column. It is also shown that the form drag coefficients in overflows over rough bottom can be much larger than the skin drag coefficient over smooth bottom. To our knowledge, form drag has never been measured in oceanic overflows. As such, these numerical experiments imply that such measurements would be useful for a better understanding of overflow dynamics. It is also found that the ratio of source and product overflow mass transports is robust to changes in bottom roughness. This appears to happen because the distribution of entrainment is totally different in the case of rough bottom. Entrainment tends to initiate earlier (due to vertical motion induced by topography) and terminate earlier (due to development of form drag) than that over smooth topography.",2008-01-01,NA,Ocean Modelling,https://openalex.org/V33756829,Elsevier,,NA,336,361,20,4,FALSE,41,,2008,https://api.openalex.org/works?filter=cites:W2000529584,,https://doi.org/10.1016/j.ocemod.2007.10.004,journal-article,,,
https://openalex.org/W2104444967,On multi-scale dispersion under the influence of surface mixed layer instabilities and deep flows,,"Abstract A series of large eddy simulations is used to assess the transport properties of multi-scale ocean flows. In particular, we compare scale-dependent measures of Lagrangian relative dispersion and the evolution of passive tracer releases in models containing only submesoscale mixed layer instabilities and those containing mixed layer instabilities modified by deeper, baroclinic mesoscale disturbances. Visualization through 3D finite-time Lyapunov exponents and spectral analysis show that the small scale instabilities of the mixed layer rapidly lose coherence in the presence of larger-scale straining induced by the mesoscale motion. Eddy diffusivities computed from passive tracer evolution increase by an order of magnitude as the flow transitions from small to large scales. During the time period when both instabilities are present, scale-dependent relative Lagrangian dispersion, given by the finite-scale Lyapunov exponent (λ), shows two distinct plateau regions clearly associated with the disparate instability scales. In this case, the maximum value of λ over the submesocales at the surface flow is three times greater than λ at the mixed layer base which is only influenced by the deeper baroclinic motions. The results imply that parameterizations of submesoscale transport properties may be needed to accurately predict surface dispersion in models that do not explicitly resolve submesoscale turbulent features.",2012-10-01,NA,Ocean Modelling,https://openalex.org/V33756829,Elsevier,,NA,16,30,56,NA,FALSE,41,,2012,https://api.openalex.org/works?filter=cites:W2104444967,,https://doi.org/10.1016/j.ocemod.2012.07.004,journal-article,,,
https://openalex.org/W2104912774,Comparison of gravity current mixing parameterizations and calibration using a high-resolution 3D nonhydrostatic spectral element model,,"In light of the pressing need for development and testing of reliable parameterizations of gravity current entrainment in ocean general circulation models, two existing entrainment parameterization schemes, Kprofile parameterization (KPP) and one based on Turners work (TP), are compared using idealized experiments of dense water flow over a constant-slope wedge using the HYbrid Coordinate Ocean Model (HYCOM). It is found that the gravity current entrainment resulting from KPP and TP differ significantly from one another. Parameters of KPP and TP are then calibrated using results from the high-order nonhydrostatic spectral element model Nek5000. It is shown that a very good agreement can be reached between the HYCOM simulations with KPP and TP, even though these schemes are quite different from each other. � 2004 Elsevier Ltd. All rights reserved.",2005-01-01,NA,Ocean Modelling,https://openalex.org/V33756829,Elsevier,,NA,NA,NA,NA,NA,FALSE,40,,2005,https://api.openalex.org/works?filter=cites:W2104912774,,https://doi.org/10.1016/j.ocemod.2004.11.002,journal-article,,,
https://openalex.org/W2178973301,Predictability of Drifter Trajectories in the Tropical Pacific Ocean,,"Abstract Predictability of particle motion in the ocean over a timescale of one week is studied using three clusters of buoys consisting of 5–10 drifters deployed in the tropical Pacific Ocean. The analysis is conducted by using three techniques with increasing complexity: the center of mass of the cluster, advection by climatological currents, and a new technique that relies on the assimilation of both velocity and position data from the surrounding drifters into a Markov model for particle motion. A detailed mathematical description of the theory leading to this model is given. The predictability of drifter motion in these clusters is characterized using the data density Nd, defined as the number of drifters over an area scaled by the mean diameter of the cluster. The data density Nd decreases along the drifter trajectories due to the tendency of particles to disperse by turbulent fluid motion. In the first regime, which corresponds to the period after the release of drifters in a tight cluster when Nd ...",2001-09-01,NA,Journal of Physical Oceanography,https://openalex.org/V162372621,American Meteorological Society,,NA,NA,NA,NA,NA,FALSE,40,,2001,https://api.openalex.org/works?filter=cites:W2178973301,,https://doi.org/10.1175/1520-0485(2001)031<2691:podtit>2.0.co;2,journal-article,,,
https://openalex.org/W2791915403,Near-Surface Current Mapping by Shipboard Marine X-Band Radar: A Validation,,"Abstract The Lagrangian Submesoscale Experiment (LASER) involved the deployment of ~1000 biodegradable GPS-tracked Consortium for Advanced Research on Transport of Hydrocarbon in the Environment (CARTHE) drifters to measure submesoscale upper-ocean currents and their potential impact on oil spills. The experiment was conducted from January to February 2016 in the Gulf of Mexico (GoM) near the mouth of the Mississippi River, an area characterized by strong submesoscale currents. A Helmholtz-Zentrum Geesthacht (HZG) marine X-band radar (MR) on board the R/V F. G. Walton Smith was used to locate fronts and eddies by their sea surface roughness signatures. The MR data were further processed to yield near-surface current maps at ~500-m resolution up to a maximum range of ~3 km. This study employs the drifter measurements to perform the first comprehensive validation of MR near-surface current maps. For a total of 4130 MR–drifter pairs, the root-mean-square error for the current speed is 4 cm and that for the current direction is 12°. The MR samples currents at a greater effective depth than the CARTHE drifters (1–5 m vs ~0.4 m). The mean MR–drifter differences are consistent with a wave- and wind-driven vertical current profile that weakens with increasing depth and rotates clockwise from the wind direction (by 0.7% of the wind speed and 15°). The technique presented here has great potential in observational oceanography, as it allows research vessels to map the horizontal flow structure, complementing the vertical profiles measured by ADCP.",2018-05-01,NA,Journal of Atmospheric and Oceanic Technology,https://openalex.org/V135937692,American Meteorological Society,,https://journals.ametsoc.org/downloadpdf/journals/atot/35/5/jtech-d-17-0154.1.pdf,1077,1090,35,5,TRUE,40,,2018,https://api.openalex.org/works?filter=cites:W2791915403,,https://doi.org/10.1175/jtech-d-17-0154.1,journal-article,,,
https://openalex.org/W2024392683,Assimilation of drifter observations in primitive equation models of midlatitude ocean circulation,,"[1] Motivated by increases in the realism of OGCMs and the number of drifting buoys in the ocean observing system, a new Lagrangian assimilation technique is implemented in an idealized, reduced-gravity configuration of the layered primitive equation model MICOM. Using an extensive set of twin experiments, the effectiveness of the Lagrangian observation operator and of a dynamical balancing technique for corrected model variables, which is based on geostrophy and mass conservation, are explored in comparison to a conventional Pseudo-Lagrangian observation operator and an implementation of the Kalman filter method. The results clearly illustrate that the Lagrangian observation operator is superior to the Pseudo-Lagrangian in the parameter range that is relevant for typical oceanic drifter observations, and that the simple dynamical balancing technique works well for midlatitude ocean circulation. INDEX TERMS: 4263 Oceanography: General: Ocean prediction; 4255 Oceanography: General: Numerical modeling; 4594 Oceanography: Physical: Instruments and techniques; 4572 Oceanography: Physical: Upper ocean processes; KEYWORDS: Lagrangian data assimilation, data assimilation, drifter assimilation, ocean prediction, ocean modeling",2003-07-01,NA,Journal of Geophysical Research,https://openalex.org/V207178839,Wiley,,https://agupubs.onlinelibrary.wiley.com/doi/pdfdirect/10.1029/2002JC001719,NA,NA,108,C7,TRUE,39,,2003,https://api.openalex.org/works?filter=cites:W2024392683,,https://doi.org/10.1029/2002jc001719,journal-article,,,
https://openalex.org/W2089098090,Large eddy simulations of mixed layer instabilities and sampling strategies,,"Abstract Recognizing the potential role played by submesoscale processes in both the energy cascade in the ocean and biogeochemical transport, we conduct a series of large eddy simulations of isolated mixed layer instabilities. The primary objective is to generate freely evolving velocity and density fields representative of submesoscale flows and then use these to examine potential observational sampling strategies. Mixed layer instabilities are explored in two parameter regimes: a strongly-stratified regime which results in a system with surface-intensified eddies and high vertical shear, and a weakly-stratified regime exhibiting weaker, smaller scale eddies that penetrate across the entire domain depth as Taylor columns. Analysis of a variety of mixing measures derived from both particle and tracer based sampling strategies indicates the differing importance of vertical processes in the two flow regimes.",2011-01-01,NA,Ocean Modelling,https://openalex.org/V33756829,Elsevier,,NA,NA,NA,NA,NA,FALSE,39,,2011,https://api.openalex.org/works?filter=cites:W2089098090,,https://doi.org/10.1016/j.ocemod.2011.05.006,journal-article,,,
https://openalex.org/W2164064777,Model-based directed drifter launches in the Adriatic Sea: Results from the DART experiment,,"Abstract : A high-resolution numerical model of the Adriatic Sea is used to predict Lagrangian coherent structure boundaries, quantified by finite-size Lyapunov exponents (FSLE), for flow features in the region of the Gargano Peninsula during the course of the Dynamics of the Adriatic in Real Time (DART) observational program. FSLE fields computed from two-day model forecasts of the surface velocity indicate distinct regions of high relative drifter dispersion. Model predictions of such regions located on available ship-tracks were used to direct the launching of pairs of surface drifters on three days during March 2006, with the goal of maximizing coverage of the sampling area. For two of the three launches, the observed trajectories separated at locations and along directions closely approximated by those predicted from the model FSLE fields. The third case acted as an inadvertent control experiment. Model predictions at release-time showed minimal FSLE structure at the launch locations and the observed drifter pair advected in a coherent fashion for two days. While there are considerable differences between individual drifter observations and trajectory envelopes computed from ensembles of synthetic drifters, the experiment confirms the model's ability to approximate the location and shape of energetic flow features controlling the near-time fate of quasi-Lagrangian particles. Overall, the combined use of FSLEs with realistic coastal circulation models appears to be a promising avenue to aid real-time-directed drifter launches in observational programs.",2007-05-01,NA,Geophysical Research Letters,https://openalex.org/V36624081,Wiley,,NA,NA,NA,34,10,FALSE,38,,2007,https://api.openalex.org/works?filter=cites:W2164064777,,https://doi.org/10.1029/2007gl029634,journal-article,,,
https://openalex.org/W2164112264,Entrainment in bottom gravity currents over complex topography from three-dimensional nonhydrostatic simulations,,"[1] By recognizing that oceanic overflows follow the seafloor morphology, which shows a self-similar structure at spatial scales ranging from 100 km to 1 m, the impact of topographic bumps on entrainment in gravity currents is investigated using a 3D nonhydrostatic spectral element model. It is found that a bumpy surface can lead to a significant enhancement of entrainment compared to a smooth surface. The change in entrainment is parameterized as a function of statistical estimates of the amplitude and wavenumber parameters of bumps with respect to the background slope.",2004-07-01,NA,Geophysical Research Letters,https://openalex.org/V36624081,Wiley,,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1029/2004GL020186,n/a,n/a,31,13,TRUE,38,,2004,https://api.openalex.org/works?filter=cites:W2164112264,,https://doi.org/10.1029/2004gl020186,journal-article,,,
https://openalex.org/W2164604081,Product water mass formation by turbulent density currents from a high-order nonhydrostatic spectral element model,,"In light of the pressing need for development of parameterizations of gravity current entrainment in ocean general circulation models, the behavior of turbulent gravity currents in the presence of ambient stratification is studied via numerical simulation, for cases in which equilibrated product water masses are formed. The main objective is to explore how the ambient stratification impacts entrainment and the properties of product water masses, which are of ultimate interest to ocean and climate modelers. Numerical experiments are conducted by employing the high-order nonhydrostatic spectral element model Nek5000. It is investigated how the separation level of the current from the bottom, the propagation speed, the salinity of the product water masses, and the transport and entrainment of the gravity current are affected as a function of the strength of the ambient stratification and the slope angle. Results show that, for the case of constant slope angle and linear ambient stratification, the gravity current separates from the bottom such that the entrained mass flux is independent of the slope angle. The entrainment mass transport, product mass transport, and product salinity then depend only on the ambient stratification, and these quantities are approximated as simple algebraic functions of the ambient stratification parameter that modify the source properties. � 2005 Elsevier Ltd. All rights reserved.",2006-01-01,NA,Ocean Modelling,https://openalex.org/V33756829,Elsevier,,NA,NA,NA,NA,NA,FALSE,38,,2006,https://api.openalex.org/works?filter=cites:W2164604081,,https://doi.org/10.1016/j.ocemod.2005.05.006,journal-article,,,
https://openalex.org/W2106561179,Directed drifter launch strategies for Lagrangian data assimilation using hyperbolic trajectories,,"Abstract The dependence of the fidelity of a Lagrangian data assimilation scheme on the initial launch locations of the observed drifters is studied in the context of a reduced gravity, primitive equation model of mid-latitude circulations. A directed launch strategy, based on tracking the Lagrangian manifolds emanating from strongly hyperbolic regions in the flow field, is developed. In a series of twin assimilation experiments, the rate of convergence of the data assimilating scheme is shown to be consistently higher in such directed launches compared to those produced from randomly selected initial drifter positions. By directing initial drifter positions along the out-flowing branch of identifiable Lagrangian boundaries, the relative dispersion of the drifters, the overall data coverage and the sampling of high kinetic energy features in the flow are optimized. In general, the performance of the assimilation procedure is shown to depend strongly on the independence of the observed drifter trajectories and the temporal persistence of the corrections provided by the data.",2006-01-01,NA,Ocean Modelling,https://openalex.org/V33756829,Elsevier,,NA,NA,NA,NA,NA,FALSE,37,,2006,https://api.openalex.org/works?filter=cites:W2106561179,,https://doi.org/10.1016/j.ocemod.2005.06.004,journal-article,,,
https://openalex.org/W1868532972,Improved Surface Velocity and Trajectory Estimates in the Gulf of Mexico from Blended Satellite Altimetry and Drifter Data,,"Abstract This study investigates the results of blending altimetry-based surface currents in the Gulf of Mexico with available drifter observations. Here, subsets of trajectories obtained from the near-simultaneous deployment of about 300 Coastal Ocean Dynamics Experiment (CODE) surface drifters provide both input and control data. The fidelity of surface velocity fields are measured in the Lagrangian frame by a skill score that compares the separation between observed and hindcast trajectories to the observed absolute dispersion. Trajectories estimated from altimetry-based velocities provide satisfactory average results (skill score &gt; 0.4) in large (~100 km) open-ocean structures. However, the distribution of skill score values within these structures is quite variable. In the DeSoto Canyon and on the shelf where smaller-scale structures are present, the overall altimeter skill score is typically reduced to less than 0.2. After 3 days, the dataset-averaged distance between hindcast and drifter trajectories, , is about 45 km—only slightly less than the average dispersion of the observations, km. Blending information from a subset of drifters via a variational method leads to significant improvements in all dynamical regimes. Skill scores typically increase to 0.8 with reduced to less than half of . Blending available drifter information with altimetry data restores velocity field variability at scales not directly sampled by the altimeter and introduces ageostrophic components that cannot be described by simple Ekman superposition. The proposed method provides a means to improve the fidelity of near-real-time synoptic estimates of ocean surface velocity fields by combining altimetric data with modest numbers of in situ drifter observations.",2015-10-09,NA,Journal of Atmospheric and Oceanic Technology,https://openalex.org/V135937692,American Meteorological Society,,NA,1880,1901,32,10,FALSE,36,,2015,https://api.openalex.org/works?filter=cites:W1868532972,,https://doi.org/10.1175/jtech-d-14-00226.1,journal-article,,,
https://openalex.org/W2132101819,Impact of Assimilating Ocean Velocity Observations Inferred from Lagrangian Drifter Data Using the NCOM-4DVAR*,,"Abstract Eulerian velocity fields are derived from 300 drifters released in the Gulf of Mexico by The Consortium for Advanced Research on Transport of Hydrocarbon in the Environment (CARTHE) during the summer 2012 Grand Lagrangian Deployment (GLAD) experiment. These data are directly assimilated into the Navy Coastal Ocean Model (NCOM) four-dimensional variational data assimilation (4DVAR) analysis system in a series of experiments to investigate their impact on the model circulation. The NCOM-4DVAR is a newly developed tool for data analysis, formulated for weak-constraint data assimilation based on the indirect representer method. The assimilation experiments take advantage of this velocity data along with other available data sources from in situ and satellite measurements of surface and subsurface temperature and salinity. Three different experiments are done: (i) A nonassimilative NCOM free run, (ii) an assimilative NCOM run that utilizes temperature and salinity observations, and (iii) an assimilative NCOM run that uses temperature and salinity observations as well as the GLAD velocity observations. The resulting analyses and subsequent forecasts are compared to assimilated and future GLAD velocity and temperature/salinity observations to determine the performance of each experiment and the impact of the GLAD data on the analysis and the forecast. It is shown that the NCOM-4DVAR is able to fit the observations not only in the analysis step, but also in the subsequent forecast. It is also found that the GLAD velocity data greatly improves the characterization of the circulation, with the forecast showing a better fit to future GLAD observations than those experiments without the velocity data included.",2014-03-27,NA,Monthly Weather Review,https://openalex.org/V90791864,American Meteorological Society,,NA,1509,1524,142,4,FALSE,36,,2014,https://api.openalex.org/works?filter=cites:W2132101819,,https://doi.org/10.1175/mwr-d-13-00236.1,journal-article,,,
https://openalex.org/W2016500539,Reynolds number dependence of mixing in a lock-exchange system from direct numerical and large eddy simulations,,"Abstract Turbulent mixing of water masses of different temperatures and salinities is an important process for both coastal and large-scale ocean circulation. It is, however, difficult to capture computationally. One of the reasons is that mixing in the ocean occurs at a wide range of complexity, with the Reynolds number reaching Re = O ( 10 6 ) , or even higher. In this study, we continue to investigate whether large eddy simulation ( LES ) can be a reliable computational tool for stratified mixing in turbulent oceanic flows. LES is attractive because it can be O ( 1000 ) times faster than a direct numerical simulation ( DNS ) of stratified mixing in turbulent flows. Before using the LES methodology to compute mixing in realistic oceanic flows, however, a careful assessment of the LES sensitivity with respect to Re needs to be performed first. The main objectives of this study are: (i) to investigate the performance of different LES models at high Re, such as those encountered in oceanic flows; and (ii) to study how mixing varies as a function of Re. To this end, as a benchmark we use the lock-exchange problem, which is described by unambigous and simple initial and boundary conditions. The background potential energy, which accurately quantifies irreversible mixing in an enclosed system, is used as the main criterion in a posteriori testing of LES . This study has two main achievements. The first is that we investigate the accuracy of six combinations of two different classes of LES models, namely eddy-viscosity and approximate deconvolution types, for 3 × 10 3 ⩽ Re ⩽ 3 × 10 4 , for which DNS data is computed. We find that all LES models almost always provide significantly more accurate results than cases without LES models. Nevertheless, no single LES model that is persistently superior to others over this Re range could be identified. Then, an ensemble of the four best performing LES models is selected in order to estimate mixing taking place in this system at Re = 10 5 and 10 6 , for which DNS is presently not feasible. Thus the second achievement of this study is to quantify mixing taking place in this system over an Re range that changes by three orders of magnitude. We find that the background potential energy increases by about 67% when Re is increased from Re = 10 3 to Re = 10 6 , within the computation period, with the most significant increase taking place from Re = 3 × 10 3 to Re = 10 5 .",2009-01-01,NA,Ocean Modelling,https://openalex.org/V33756829,Elsevier,,NA,190,206,30,2-3,FALSE,34,,2009,https://api.openalex.org/works?filter=cites:W2016500539,,https://doi.org/10.1016/j.ocemod.2009.06.013,journal-article,,,
https://openalex.org/W2172736747,Lagrangian Data Assimilation in Multilayer Primitive Equation Ocean Models,,"Abstract Because of the increases in the realism of OGCMs and in the coverage of Lagrangian datasets in most of the world's oceans, assimilation of Lagrangian data in OGCMs emerges as a natural avenue to improve ocean state forecast with many potential practical applications, such as environmental pollutant transport, biological, and naval-related problems. In this study, a Lagrangian data assimilation method, which was introduced in prior studies in the context of single-layer quasigeostrophic and primitive equation models, is extended for use in multilayer OGCMs using statistical correlation coefficients between velocity fields in order to project the information from the data-containing layer to the other model layers. The efficiency of the assimilation scheme is tested using a set of twin experiments with a three-layer model, as a function of the layer in which the floats are launched and of the assimilation sampling period normalized by the Lagrangian time scale of motion. It is found that the assimilation scheme is effective provided that the correlation coefficient between the layer that contains the data and the others is high, and the data sampling period Δt is smaller than the Lagrangian time scale TL. When the assimilated data are taken in the first layer, which is the most energetic and is characterized by the fastest time scale, the assimilation is very efficient and gives relatively low errors also in the other layers (≈ 40% in the first 120 days) provided that Δt is small enough, Δt &amp;lt;&amp;lt; TL. The assimilation is also efficient for data released in the third layer (errors &amp;lt; 60%), while the dependence on Δt is distinctively less marked for the same range of values, since the time scales of the deeper layer are significantly longer. Results for the intermediate layer show a similar insensitivity to Δt, but the errors are higher (exceeding 70%), because of the lower correlation with the other layers. These results suggest that the assimilation of deep-layer data with low energetics can be very effective, but it is strongly dependent on layer correlation. The methodology also remains quite robust to large deviations from geostrophy.",2005-01-01,NA,Journal of Atmospheric and Oceanic Technology,https://openalex.org/V135937692,American Meteorological Society,,NA,70,83,22,1,FALSE,34,,2005,https://api.openalex.org/works?filter=cites:W2172736747,,https://doi.org/10.1175/jtech-1686.1,journal-article,,,
